Country,TradeType,MonYear,Values
Estonia,Trade Balance,4/1/2021,-3083
Latvia,Trade Balance,4/1/2021,2699
Lithuania,Trade Balance,4/1/2021,-7431
Slovenia,Trade Balance,4/1/2021,2468
Czech Republic,Trade Balance,4/1/2021,-11928
Slovak Republic,Trade Balance,4/1/2021,7008
Brunei Darussalam,Trade Balance,4/1/2021,8206
Indonesia,Trade Balance,4/1/2021,1381813
Malaysia,Trade Balance,4/1/2021,-1330755
Philippines,Trade Balance,4/1/2021,147788
Thailand,Trade Balance,4/1/2021,803932
Myanmar,Trade Balance,4/1/2021,252556
Cambodia,Trade Balance,4/1/2021,616317
Laos People's Democratic Republic,Trade Balance,4/1/2021,2472
"Vietnam, Socialist Republic Of",Trade Balance,4/1/2021,1253769
Japan,Trade Balance,4/1/2021,-641727
Hong Kong,Trade Balance,4/1/2021,5988783
Republic Of Korea,Trade Balance,4/1/2021,379260
Taiwan,Trade Balance,4/1/2021,-2789399
Macau,Trade Balance,4/1/2021,13065
Mainland China,Trade Balance,4/1/2021,1509304
Afghanistan,Trade Balance,4/1/2021,1158
Bangladesh,Trade Balance,4/1/2021,276613
India,Trade Balance,4/1/2021,616845
"Maldives, Republic Of",Trade Balance,4/1/2021,16382
Nepal,Trade Balance,4/1/2021,25680
Pakistan,Trade Balance,4/1/2021,137320
Sri Lanka,Trade Balance,4/1/2021,189820
Bahrain,Trade Balance,4/1/2021,-41035
Cyprus,Trade Balance,4/1/2021,50342
Iran,Trade Balance,4/1/2021,236
Israel,Trade Balance,4/1/2021,-20852
Jordan,Trade Balance,4/1/2021,4885
Kuwait,Trade Balance,4/1/2021,-84514
Lebanon,Trade Balance,4/1/2021,2539
Oman,Trade Balance,4/1/2021,-38211
Qatar,Trade Balance,4/1/2021,-339991
Saudi Arabia,Trade Balance,4/1/2021,-416922
Syrian Arab Republic,Trade Balance,4/1/2021,836
United Arab Emirates,Trade Balance,4/1/2021,-723459
Yemen,Trade Balance,4/1/2021,1571
Yemen Democratic,Trade Balance,4/1/2021,0
Canada,Trade Balance,4/1/2021,-80691
Puerto Rico,Trade Balance,4/1/2021,189717
United States,Trade Balance,4/1/2021,-737982
Argentina,Trade Balance,4/1/2021,1166
Brazil,Trade Balance,4/1/2021,-389116
Chile,Trade Balance,4/1/2021,-28529
Colombia,Trade Balance,4/1/2021,4200
Ecuador,Trade Balance,4/1/2021,1843
Mexico,Trade Balance,4/1/2021,-141819
Paraguay,Trade Balance,4/1/2021,1261
Peru,Trade Balance,4/1/2021,3680
Uruguay,Trade Balance,4/1/2021,174
Venezuela,Trade Balance,4/1/2021,875
Australia,Trade Balance,4/1/2021,300239
Fiji,Trade Balance,4/1/2021,24009
New Caledonia,Trade Balance,4/1/2021,27619
New Zealand,Trade Balance,4/1/2021,133338
Papua New Guinea,Trade Balance,4/1/2021,22480
French Polynesia,Trade Balance,4/1/2021,-693
Guam,Trade Balance,4/1/2021,55562
Solomon Islands,Trade Balance,4/1/2021,4913
Other Countries In Oceania,Trade Balance,4/1/2021,423395
Norway,Trade Balance,4/1/2021,-100416
Liechtenstein,Trade Balance,4/1/2021,-2789
Netherlands Antilles,Trade Balance,4/1/2021,0
Panama,Trade Balance,4/1/2021,-149
Bahamas,Trade Balance,4/1/2021,-33298
Bermuda,Trade Balance,4/1/2021,0
French Guiana,Trade Balance,4/1/2021,-44
Grenada,Trade Balance,4/1/2021,0
Guatemala,Trade Balance,4/1/2021,-3219
Honduras,Trade Balance,4/1/2021,-214
Jamaica,Trade Balance,4/1/2021,-200
St Vincent & The Grenadines,Trade Balance,4/1/2021,-41
Trinidad & Tobago,Trade Balance,4/1/2021,-56
Anguilla,Trade Balance,4/1/2021,-1
Other Countries In America,Trade Balance,4/1/2021,-24297
Nauru,Trade Balance,4/1/2021,0
Cocos,Trade Balance,4/1/2021,-37
French Southern Territories,Trade Balance,4/1/2021,-118
Norfolk Island,Trade Balance,4/1/2021,-21
Cook Islands,Trade Balance,4/1/2021,-1
Kiribati,Trade Balance,4/1/2021,0
Niue,Trade Balance,4/1/2021,-3
Tuvalu,Trade Balance,4/1/2021,0
Wallis & Fatuna Islands,Trade Balance,4/1/2021,0
Micronesia,Trade Balance,4/1/2021,-1
Palau,Trade Balance,4/1/2021,-1
South Sudan,Trade Balance,4/1/2021,0
Commonwealth Of Independent States,Trade Balance,4/1/2021,-329976
Belgium,Imports,3/1/2021,128928
Denmark,Imports,3/1/2021,117667
France,Imports,3/1/2021,1906800
"Germany, Federal Republic Of",Imports,3/1/2021,1124788
Greece,Imports,3/1/2021,65136
Ireland,Imports,3/1/2021,393479
Italy,Imports,3/1/2021,520491
Luxembourg,Imports,3/1/2021,3079
Netherlands,Imports,3/1/2021,393519
United Kingdom,Imports,3/1/2021,878956
Portugal,Imports,3/1/2021,25598
Spain,Imports,3/1/2021,152000
Austria,Imports,3/1/2021,99453
Finland,Imports,3/1/2021,42688
Sweden,Imports,3/1/2021,150127
Switzerland,Imports,3/1/2021,1901500
Malta,Imports,3/1/2021,19176
"Germany, Democratic Republic Of",Imports,3/1/2021,0
Hungary,Imports,3/1/2021,42244
Poland,Imports,3/1/2021,59145
Estonia,Imports,3/1/2021,7288
Latvia,Imports,3/1/2021,2241
Lithuania,Imports,3/1/2021,57734
Slovenia,Imports,3/1/2021,5945
Czech Republic,Imports,3/1/2021,79133
Slovak Republic,Imports,3/1/2021,9032
Brunei Darussalam,Imports,3/1/2021,102303
Indonesia,Imports,3/1/2021,1750120
Malaysia,Imports,3/1/2021,6158053
Philippines,Imports,3/1/2021,898912
Thailand,Imports,3/1/2021,916087
Myanmar,Imports,3/1/2021,9048
Cambodia,Imports,3/1/2021,10119
Laos People's Democratic Republic,Imports,3/1/2021,2849
"Vietnam, Socialist Republic Of",Imports,3/1/2021,541037
Japan,Imports,3/1/2021,2568597
Hong Kong,Imports,3/1/2021,314144
Republic Of Korea,Imports,3/1/2021,2390216
Taiwan,Imports,3/1/2021,5375548
Macau,Imports,3/1/2021,547
Mainland China,Imports,3/1/2021,6291717
Afghanistan,Imports,3/1/2021,133
Bangladesh,Imports,3/1/2021,20374
India,Imports,3/1/2021,859448
"Maldives, Republic Of",Imports,3/1/2021,193
Nepal,Imports,3/1/2021,249
Pakistan,Imports,3/1/2021,8097
Sri Lanka,Imports,3/1/2021,32912
Bahrain,Imports,3/1/2021,44708
Cyprus,Imports,3/1/2021,1273
Iran,Imports,3/1/2021,426
Israel,Imports,3/1/2021,65341
Jordan,Imports,3/1/2021,9865
Kuwait,Imports,3/1/2021,39467
Lebanon,Imports,3/1/2021,100
Oman,Imports,3/1/2021,95125
Qatar,Imports,3/1/2021,542262
Saudi Arabia,Imports,3/1/2021,794911
Syrian Arab Republic,Imports,3/1/2021,0
United Arab Emirates,Imports,3/1/2021,1142123
Yemen,Imports,3/1/2021,4
Yemen Democratic,Imports,3/1/2021,0
Canada,Imports,3/1/2021,158223
Puerto Rico,Imports,3/1/2021,12719
United States,Imports,3/1/2021,4466412
Argentina,Imports,3/1/2021,3075
Brazil,Imports,3/1/2021,328849
Chile,Imports,3/1/2021,9915
Colombia,Imports,3/1/2021,1735
Ecuador,Imports,3/1/2021,3410
Mexico,Imports,3/1/2021,281681
Paraguay,Imports,3/1/2021,291
Peru,Imports,3/1/2021,1386
Uruguay,Imports,3/1/2021,2554
Venezuela,Imports,3/1/2021,22
Australia,Imports,3/1/2021,1015957
Fiji,Imports,3/1/2021,338
New Caledonia,Imports,3/1/2021,84
New Zealand,Imports,3/1/2021,71214
Papua New Guinea,Imports,3/1/2021,42577
French Polynesia,Imports,3/1/2021,263
Guam,Imports,3/1/2021,32
Solomon Islands,Imports,3/1/2021,0
Other Countries In Oceania,Imports,3/1/2021,583
Norway,Imports,3/1/2021,67520
Liechtenstein,Imports,3/1/2021,3744
Netherlands Antilles,Imports,3/1/2021,0
Panama,Imports,3/1/2021,273
Bahamas,Imports,3/1/2021,17
Bermuda,Imports,3/1/2021,1
French Guiana,Imports,3/1/2021,83
Grenada,Imports,3/1/2021,0
Guatemala,Imports,3/1/2021,7569
Honduras,Imports,3/1/2021,359
Jamaica,Imports,3/1/2021,39
St Vincent & The Grenadines,Imports,3/1/2021,1
Trinidad & Tobago,Imports,3/1/2021,115
Anguilla,Imports,3/1/2021,2
Other Countries In America,Imports,3/1/2021,25103
Nauru,Imports,3/1/2021,48
Cocos,Imports,3/1/2021,26
French Southern Territories,Imports,3/1/2021,10
Norfolk Island,Imports,3/1/2021,0
Cook Islands,Imports,3/1/2021,0
Kiribati,Imports,3/1/2021,0
Niue,Imports,3/1/2021,0
Tuvalu,Imports,3/1/2021,0
Wallis & Fatuna Islands,Imports,3/1/2021,0
Micronesia,Imports,3/1/2021,1
Palau,Imports,3/1/2021,0
South Sudan,Imports,3/1/2021,0
Commonwealth Of Independent States,Imports,3/1/2021,662110
Belgium,Exports,3/1/2021,1094463
Denmark,Exports,3/1/2021,24819
France,Exports,3/1/2021,433983
"Germany, Federal Republic Of",Exports,3/1/2021,874965
Greece,Exports,3/1/2021,93626
Ireland,Exports,3/1/2021,31978
Italy,Exports,3/1/2021,89175
Luxembourg,Exports,3/1/2021,11507
Netherlands,Exports,3/1/2021,1220016
United Kingdom,Exports,3/1/2021,372084
Portugal,Exports,3/1/2021,44301
Spain,Exports,3/1/2021,27462
Austria,Exports,3/1/2021,50420
Finland,Exports,3/1/2021,8859
Sweden,Exports,3/1/2021,17025
Switzerland,Exports,3/1/2021,552170
Malta,Exports,3/1/2021,172823
"Germany, Democratic Republic Of",Exports,3/1/2021,0
Hungary,Exports,3/1/2021,51260
Poland,Exports,3/1/2021,54932
Estonia,Exports,3/1/2021,677
Latvia,Exports,3/1/2021,6313
Lithuania,Exports,3/1/2021,2397
Slovenia,Exports,3/1/2021,5032
Czech Republic,Exports,3/1/2021,82851
Slovak Republic,Exports,3/1/2021,7573
Brunei Darussalam,Exports,3/1/2021,89926
Indonesia,Exports,3/1/2021,3542640
Malaysia,Exports,3/1/2021,5549343
Philippines,Exports,3/1/2021,1066012
Thailand,Exports,3/1/2021,1840984
Myanmar,Exports,3/1/2021,312926
Cambodia,Exports,3/1/2021,1555131
Laos People's Democratic Republic,Exports,3/1/2021,5464
"Vietnam, Socialist Republic Of",Exports,3/1/2021,1758115
Japan,Exports,3/1/2021,2045433
Hong Kong,Exports,3/1/2021,7470910
Republic Of Korea,Exports,3/1/2021,2385768
Taiwan,Exports,3/1/2021,2661713
Macau,Exports,3/1/2021,23576
Mainland China,Exports,3/1/2021,7270148
Afghanistan,Exports,3/1/2021,3687
Bangladesh,Exports,3/1/2021,428361
India,Exports,3/1/2021,1658554
"Maldives, Republic Of",Exports,3/1/2021,32655
Nepal,Exports,3/1/2021,20350
Pakistan,Exports,3/1/2021,94380
Sri Lanka,Exports,3/1/2021,105115
Bahrain,Exports,3/1/2021,10704
Cyprus,Exports,3/1/2021,39983
Iran,Exports,3/1/2021,510
Israel,Exports,3/1/2021,109961
Jordan,Exports,3/1/2021,5623
Kuwait,Exports,3/1/2021,20144
Lebanon,Exports,3/1/2021,1659
Oman,Exports,3/1/2021,25174
Qatar,Exports,3/1/2021,116734
Saudi Arabia,Exports,3/1/2021,82898
Syrian Arab Republic,Exports,3/1/2021,0
United Arab Emirates,Exports,3/1/2021,529311
Yemen,Exports,3/1/2021,1737
Yemen Democratic,Exports,3/1/2021,0
Canada,Exports,3/1/2021,81613
Puerto Rico,Exports,3/1/2021,53094
United States,Exports,3/1/2021,4526456
Argentina,Exports,3/1/2021,27130
Brazil,Exports,3/1/2021,153024
Chile,Exports,3/1/2021,11969
Colombia,Exports,3/1/2021,12873
Ecuador,Exports,3/1/2021,4695
Mexico,Exports,3/1/2021,165516
Paraguay,Exports,3/1/2021,385
Peru,Exports,3/1/2021,8272
Uruguay,Exports,3/1/2021,1942
Venezuela,Exports,3/1/2021,37
Australia,Exports,3/1/2021,1420177
Fiji,Exports,3/1/2021,31451
New Caledonia,Exports,3/1/2021,14599
New Zealand,Exports,3/1/2021,333483
Papua New Guinea,Exports,3/1/2021,67297
French Polynesia,Exports,3/1/2021,2241
Guam,Exports,3/1/2021,41069
Solomon Islands,Exports,3/1/2021,10205
Other Countries In Oceania,Exports,3/1/2021,368318
Belgium,Trade Balance,3/1/2021,965535
Denmark,Trade Balance,3/1/2021,-92848
France,Trade Balance,3/1/2021,-1472817
"Germany, Federal Republic Of",Trade Balance,3/1/2021,-249823
Greece,Trade Balance,3/1/2021,28490
Ireland,Trade Balance,3/1/2021,-361501
Italy,Trade Balance,3/1/2021,-431316
Luxembourg,Trade Balance,3/1/2021,8428
Netherlands,Trade Balance,3/1/2021,826497
United Kingdom,Trade Balance,3/1/2021,-506872
Portugal,Trade Balance,3/1/2021,18703
Spain,Trade Balance,3/1/2021,-124538
Austria,Trade Balance,3/1/2021,-49033
Finland,Trade Balance,3/1/2021,-33829
Sweden,Trade Balance,3/1/2021,-133102
Switzerland,Trade Balance,3/1/2021,-1349330
Malta,Trade Balance,3/1/2021,153647
"Germany, Democratic Republic Of",Trade Balance,3/1/2021,0
Hungary,Trade Balance,3/1/2021,9016
Poland,Trade Balance,3/1/2021,-4213
Estonia,Trade Balance,3/1/2021,-6611
Latvia,Trade Balance,3/1/2021,4072
Lithuania,Trade Balance,3/1/2021,-55337
Slovenia,Trade Balance,3/1/2021,-913
Czech Republic,Trade Balance,3/1/2021,3718
Slovak Republic,Trade Balance,3/1/2021,-1459
Brunei Darussalam,Trade Balance,3/1/2021,-12377
Indonesia,Trade Balance,3/1/2021,1792520
Malaysia,Trade Balance,3/1/2021,-608710
Philippines,Trade Balance,3/1/2021,167100
Thailand,Trade Balance,3/1/2021,924897
Myanmar,Trade Balance,3/1/2021,303878
Cambodia,Trade Balance,3/1/2021,1545012
Laos People's Democratic Republic,Trade Balance,3/1/2021,2615
"Vietnam, Socialist Republic Of",Trade Balance,3/1/2021,1217078
Japan,Trade Balance,3/1/2021,-523164
Hong Kong,Trade Balance,3/1/2021,7156766
Republic Of Korea,Trade Balance,3/1/2021,-4448
Taiwan,Trade Balance,3/1/2021,-2713835
Macau,Trade Balance,3/1/2021,23029
Mainland China,Trade Balance,3/1/2021,978431
Afghanistan,Trade Balance,3/1/2021,3554
Bangladesh,Trade Balance,3/1/2021,407987
India,Trade Balance,3/1/2021,799106
"Maldives, Republic Of",Trade Balance,3/1/2021,32462
Nepal,Trade Balance,3/1/2021,20101
Pakistan,Trade Balance,3/1/2021,86283
Sri Lanka,Trade Balance,3/1/2021,72203
Bahrain,Trade Balance,3/1/2021,-34004
Cyprus,Trade Balance,3/1/2021,38710
Iran,Trade Balance,3/1/2021,84
Israel,Trade Balance,3/1/2021,44620
Jordan,Trade Balance,3/1/2021,-4242
Kuwait,Trade Balance,3/1/2021,-19323
Lebanon,Trade Balance,3/1/2021,1559
Oman,Trade Balance,3/1/2021,-69951
Qatar,Trade Balance,3/1/2021,-425528
Saudi Arabia,Trade Balance,3/1/2021,-712013
Syrian Arab Republic,Trade Balance,3/1/2021,0
United Arab Emirates,Trade Balance,3/1/2021,-612812
Yemen,Trade Balance,3/1/2021,1733
Yemen Democratic,Trade Balance,3/1/2021,0
Canada,Trade Balance,3/1/2021,-76610
Puerto Rico,Trade Balance,3/1/2021,40375
United States,Trade Balance,3/1/2021,60044
Argentina,Trade Balance,3/1/2021,24055
Brazil,Trade Balance,3/1/2021,-175825
Chile,Trade Balance,3/1/2021,2054
Colombia,Trade Balance,3/1/2021,11138
Ecuador,Trade Balance,3/1/2021,1285
Mexico,Trade Balance,3/1/2021,-116165
Paraguay,Trade Balance,3/1/2021,94
Peru,Trade Balance,3/1/2021,6886
Uruguay,Trade Balance,3/1/2021,-612
Venezuela,Trade Balance,3/1/2021,15
Australia,Trade Balance,3/1/2021,404220
Fiji,Trade Balance,3/1/2021,31113
New Caledonia,Trade Balance,3/1/2021,14515
New Zealand,Trade Balance,3/1/2021,262269
Papua New Guinea,Trade Balance,3/1/2021,24720
French Polynesia,Trade Balance,3/1/2021,1978
Guam,Trade Balance,3/1/2021,41037
Solomon Islands,Trade Balance,3/1/2021,10205
Other Countries In Oceania,Trade Balance,3/1/2021,367735
Norway,Trade Balance,3/1/2021,-67520
Liechtenstein,Trade Balance,3/1/2021,-3744
Netherlands Antilles,Trade Balance,3/1/2021,0
Panama,Trade Balance,3/1/2021,-273
Bahamas,Trade Balance,3/1/2021,-17
Bermuda,Trade Balance,3/1/2021,-1
French Guiana,Trade Balance,3/1/2021,-83
Grenada,Trade Balance,3/1/2021,0
Guatemala,Trade Balance,3/1/2021,-7569
Honduras,Trade Balance,3/1/2021,-359
Jamaica,Trade Balance,3/1/2021,-39
St Vincent & The Grenadines,Trade Balance,3/1/2021,-1
Trinidad & Tobago,Trade Balance,3/1/2021,-115
Anguilla,Trade Balance,3/1/2021,-2
Other Countries In America,Trade Balance,3/1/2021,-25103
Nauru,Trade Balance,3/1/2021,-48
Cocos,Trade Balance,3/1/2021,-26
French Southern Territories,Trade Balance,3/1/2021,-10
Norfolk Island,Trade Balance,3/1/2021,0
Cook Islands,Trade Balance,3/1/2021,0
Kiribati,Trade Balance,3/1/2021,0
Niue,Trade Balance,3/1/2021,0
Tuvalu,Trade Balance,3/1/2021,0
Wallis & Fatuna Islands,Trade Balance,3/1/2021,0
Micronesia,Trade Balance,3/1/2021,-1
Palau,Trade Balance,3/1/2021,0
South Sudan,Trade Balance,3/1/2021,0
Commonwealth Of Independent States,Trade Balance,3/1/2021,-662110
Belgium,Imports,2/1/2021,191622
Denmark,Imports,2/1/2021,73685
France,Imports,2/1/2021,987454
"Germany, Federal Republic Of",Imports,2/1/2021,916711
Greece,Imports,2/1/2021,85500
Ireland,Imports,2/1/2021,170727
Italy,Imports,2/1/2021,485485
Luxembourg,Imports,2/1/2021,5380
Netherlands,Imports,2/1/2021,250998
United Kingdom,Imports,2/1/2021,750573
Portugal,Imports,2/1/2021,26206
Spain,Imports,2/1/2021,74255
Austria,Imports,2/1/2021,71945
Finland,Imports,2/1/2021,28963
Sweden,Imports,2/1/2021,123206
Switzerland,Imports,2/1/2021,639679
Malta,Imports,2/1/2021,14389
"Germany, Democratic Republic Of",Imports,2/1/2021,0
Hungary,Imports,2/1/2021,26286
Poland,Imports,2/1/2021,45736
Estonia,Imports,2/1/2021,2736
Latvia,Imports,2/1/2021,1466
Lithuania,Imports,2/1/2021,10644
Slovenia,Imports,2/1/2021,4852
Czech Republic,Imports,2/1/2021,53948
Slovak Republic,Imports,2/1/2021,7707
Brunei Darussalam,Imports,2/1/2021,56593
Indonesia,Imports,2/1/2021,1456104
Malaysia,Imports,2/1/2021,5402465
Philippines,Imports,2/1/2021,821546
Thailand,Imports,2/1/2021,813753
Myanmar,Imports,2/1/2021,5399
Cambodia,Imports,2/1/2021,8790
Laos People's Democratic Republic,Imports,2/1/2021,3970
"Vietnam, Socialist Republic Of",Imports,2/1/2021,441952
Japan,Imports,2/1/2021,2204003
Hong Kong,Imports,2/1/2021,350808
Republic Of Korea,Imports,2/1/2021,1792797
Taiwan,Imports,2/1/2021,4566233
Macau,Imports,2/1/2021,700
Mainland China,Imports,2/1/2021,4989727
Afghanistan,Imports,2/1/2021,18
Bangladesh,Imports,2/1/2021,15507
India,Imports,2/1/2021,786256
"Maldives, Republic Of",Imports,2/1/2021,69
Nepal,Imports,2/1/2021,76
Pakistan,Imports,2/1/2021,10003
Sri Lanka,Imports,2/1/2021,14725
Bahrain,Imports,2/1/2021,1495
Cyprus,Imports,2/1/2021,1414
Iran,Imports,2/1/2021,533
Israel,Imports,2/1/2021,50469
Jordan,Imports,2/1/2021,6639
Kuwait,Imports,2/1/2021,87132
Lebanon,Imports,2/1/2021,244
Oman,Imports,2/1/2021,3362
Qatar,Imports,2/1/2021,466001
Saudi Arabia,Imports,2/1/2021,538287
Syrian Arab Republic,Imports,2/1/2021,0
United Arab Emirates,Imports,2/1/2021,1007019
Yemen,Imports,2/1/2021,464
Yemen Democratic,Imports,2/1/2021,0
Canada,Imports,2/1/2021,148067
Puerto Rico,Imports,2/1/2021,6070
United States,Imports,2/1/2021,3573937
Argentina,Imports,2/1/2021,2926
Brazil,Imports,2/1/2021,173894
Chile,Imports,2/1/2021,6544
Colombia,Imports,2/1/2021,4584
Ecuador,Imports,2/1/2021,2436
Mexico,Imports,2/1/2021,206715
Paraguay,Imports,2/1/2021,34
Peru,Imports,2/1/2021,1472
Uruguay,Imports,2/1/2021,925
Venezuela,Imports,2/1/2021,217
Australia,Imports,2/1/2021,1077095
Fiji,Imports,2/1/2021,256
New Caledonia,Imports,2/1/2021,25
New Zealand,Imports,2/1/2021,47573
Papua New Guinea,Imports,2/1/2021,3669
French Polynesia,Imports,2/1/2021,74
Guam,Imports,2/1/2021,23
Solomon Islands,Imports,2/1/2021,1
Other Countries In Oceania,Imports,2/1/2021,6180
Norway,Imports,2/1/2021,48391
Liechtenstein,Imports,2/1/2021,2612
Netherlands Antilles,Imports,2/1/2021,2
Panama,Imports,2/1/2021,221
Bahamas,Imports,2/1/2021,0
Bermuda,Imports,2/1/2021,2
French Guiana,Imports,2/1/2021,9
Grenada,Imports,2/1/2021,4
Guatemala,Imports,2/1/2021,5319
Honduras,Imports,2/1/2021,172
Jamaica,Imports,2/1/2021,39
St Vincent & The Grenadines,Imports,2/1/2021,0
Trinidad & Tobago,Imports,2/1/2021,43
Anguilla,Imports,2/1/2021,2
Other Countries In America,Imports,2/1/2021,30652
Nauru,Imports,2/1/2021,15
Cocos,Imports,2/1/2021,3
French Southern Territories,Imports,2/1/2021,105
Norfolk Island,Imports,2/1/2021,16
Cook Islands,Imports,2/1/2021,0
Kiribati,Imports,2/1/2021,0
Niue,Imports,2/1/2021,0
Tuvalu,Imports,2/1/2021,0
Wallis & Fatuna Islands,Imports,2/1/2021,21
Micronesia,Imports,2/1/2021,54
Palau,Imports,2/1/2021,0
South Sudan,Imports,2/1/2021,0
Commonwealth Of Independent States,Imports,2/1/2021,249138
Belgium,Exports,2/1/2021,447254
Denmark,Exports,2/1/2021,23271
France,Exports,2/1/2021,367562
"Germany, Federal Republic Of",Exports,2/1/2021,651058
Greece,Exports,2/1/2021,121376
Ireland,Exports,2/1/2021,107426
Italy,Exports,2/1/2021,103583
Luxembourg,Exports,2/1/2021,9241
Netherlands,Exports,2/1/2021,861007
United Kingdom,Exports,2/1/2021,304588
Portugal,Exports,2/1/2021,34872
Spain,Exports,2/1/2021,62422
Austria,Exports,2/1/2021,16523
Finland,Exports,2/1/2021,8735
Sweden,Exports,2/1/2021,14152
Switzerland,Exports,2/1/2021,291569
Malta,Exports,2/1/2021,127302
"Germany, Democratic Republic Of",Exports,2/1/2021,0
Hungary,Exports,2/1/2021,35339
Poland,Exports,2/1/2021,37660
Estonia,Exports,2/1/2021,947
Latvia,Exports,2/1/2021,5383
Lithuania,Exports,2/1/2021,1919
Slovenia,Exports,2/1/2021,2064
Czech Republic,Exports,2/1/2021,46052
Slovak Republic,Exports,2/1/2021,23128
Brunei Darussalam,Exports,2/1/2021,69131
Indonesia,Exports,2/1/2021,2977358
Malaysia,Exports,2/1/2021,3904908
Philippines,Exports,2/1/2021,1001918
Thailand,Exports,2/1/2021,1410067
Myanmar,Exports,2/1/2021,219550
Cambodia,Exports,2/1/2021,1134340
Laos People's Democratic Republic,Exports,2/1/2021,3497
"Vietnam, Socialist Republic Of",Exports,2/1/2021,1402805
Japan,Exports,2/1/2021,1752673
Hong Kong,Exports,2/1/2021,5518278
Republic Of Korea,Exports,2/1/2021,1831886
Taiwan,Exports,2/1/2021,2207809
Macau,Exports,2/1/2021,14679
Mainland China,Exports,2/1/2021,5255659
Afghanistan,Exports,2/1/2021,1614
Bangladesh,Exports,2/1/2021,305629
India,Exports,2/1/2021,1296692
"Maldives, Republic Of",Exports,2/1/2021,15425
Nepal,Exports,2/1/2021,16796
Pakistan,Exports,2/1/2021,80077
Sri Lanka,Exports,2/1/2021,85550
Bahrain,Exports,2/1/2021,7928
Cyprus,Exports,2/1/2021,44782
Iran,Exports,2/1/2021,1679
Israel,Exports,2/1/2021,186911
Jordan,Exports,2/1/2021,7352
Kuwait,Exports,2/1/2021,14284
Lebanon,Exports,2/1/2021,2917
Oman,Exports,2/1/2021,17307
Qatar,Exports,2/1/2021,73835
Saudi Arabia,Exports,2/1/2021,121528
Syrian Arab Republic,Exports,2/1/2021,12
United Arab Emirates,Exports,2/1/2021,529671
Yemen,Exports,2/1/2021,1024
Yemen Democratic,Exports,2/1/2021,0
Canada,Exports,2/1/2021,53698
Puerto Rico,Exports,2/1/2021,174228
United States,Exports,2/1/2021,3789887
Argentina,Exports,2/1/2021,25397
Brazil,Exports,2/1/2021,135666
Chile,Exports,2/1/2021,10479
Colombia,Exports,2/1/2021,6364
Ecuador,Exports,2/1/2021,6047
Mexico,Exports,2/1/2021,110962
Paraguay,Exports,2/1/2021,457
Peru,Exports,2/1/2021,5422
Uruguay,Exports,2/1/2021,453
Venezuela,Exports,2/1/2021,8
Australia,Exports,2/1/2021,1027770
Fiji,Exports,2/1/2021,18581
New Caledonia,Exports,2/1/2021,24788
New Zealand,Exports,2/1/2021,261895
Papua New Guinea,Exports,2/1/2021,37434
French Polynesia,Exports,2/1/2021,1535
Guam,Exports,2/1/2021,27992
Solomon Islands,Exports,2/1/2021,4668
Other Countries In Oceania,Exports,2/1/2021,431246
Belgium,Trade Balance,2/1/2021,255632
Denmark,Trade Balance,2/1/2021,-50414
France,Trade Balance,2/1/2021,-619892
"Germany, Federal Republic Of",Trade Balance,2/1/2021,-265653
Greece,Trade Balance,2/1/2021,35876
Ireland,Trade Balance,2/1/2021,-63301
Italy,Trade Balance,2/1/2021,-381902
Luxembourg,Trade Balance,2/1/2021,3861
Netherlands,Trade Balance,2/1/2021,610009
United Kingdom,Trade Balance,2/1/2021,-445985
Portugal,Trade Balance,2/1/2021,8666
Spain,Trade Balance,2/1/2021,-11833
Austria,Trade Balance,2/1/2021,-55422
Finland,Trade Balance,2/1/2021,-20228
Sweden,Trade Balance,2/1/2021,-109054
Switzerland,Trade Balance,2/1/2021,-348110
Malta,Trade Balance,2/1/2021,112913
"Germany, Democratic Republic Of",Trade Balance,2/1/2021,0
Hungary,Trade Balance,2/1/2021,9053
Poland,Trade Balance,2/1/2021,-8076
Estonia,Trade Balance,2/1/2021,-1789
Latvia,Trade Balance,2/1/2021,3917
Lithuania,Trade Balance,2/1/2021,-8725
Slovenia,Trade Balance,2/1/2021,-2788
Czech Republic,Trade Balance,2/1/2021,-7896
Slovak Republic,Trade Balance,2/1/2021,15421
Brunei Darussalam,Trade Balance,2/1/2021,12538
Indonesia,Trade Balance,2/1/2021,1521254
Malaysia,Trade Balance,2/1/2021,-1497557
Philippines,Trade Balance,2/1/2021,180372
Thailand,Trade Balance,2/1/2021,596314
Myanmar,Trade Balance,2/1/2021,214151
Cambodia,Trade Balance,2/1/2021,1125550
Laos People's Democratic Republic,Trade Balance,2/1/2021,-473
"Vietnam, Socialist Republic Of",Trade Balance,2/1/2021,960853
Japan,Trade Balance,2/1/2021,-451330
Hong Kong,Trade Balance,2/1/2021,5167470
Republic Of Korea,Trade Balance,2/1/2021,39089
Taiwan,Trade Balance,2/1/2021,-2358424
Macau,Trade Balance,2/1/2021,13979
Mainland China,Trade Balance,2/1/2021,265932
Afghanistan,Trade Balance,2/1/2021,1596
Bangladesh,Trade Balance,2/1/2021,290122
India,Trade Balance,2/1/2021,510436
"Maldives, Republic Of",Trade Balance,2/1/2021,15356
Nepal,Trade Balance,2/1/2021,16720
Pakistan,Trade Balance,2/1/2021,70074
Sri Lanka,Trade Balance,2/1/2021,70825
Bahrain,Trade Balance,2/1/2021,6433
Cyprus,Trade Balance,2/1/2021,43368
