Country,TradeType,MonYear,Values
New Zealand,Trade Balance,1/1/2022,169541
Papua New Guinea,Trade Balance,1/1/2022,69803
French Polynesia,Trade Balance,1/1/2022,17185
Guam,Trade Balance,1/1/2022,22957
Solomon Islands,Trade Balance,1/1/2022,6286
Other Countries In Oceania,Trade Balance,1/1/2022,530631
Norway,Trade Balance,1/1/2022,-54280
Liechtenstein,Trade Balance,1/1/2022,-2951
Netherlands Antilles,Trade Balance,1/1/2022,0
Panama,Trade Balance,1/1/2022,-102
Bahamas,Trade Balance,1/1/2022,-47
Bermuda,Trade Balance,1/1/2022,0
French Guiana,Trade Balance,1/1/2022,-14
Grenada,Trade Balance,1/1/2022,-2
Guatemala,Trade Balance,1/1/2022,-1603
Honduras,Trade Balance,1/1/2022,-274
Jamaica,Trade Balance,1/1/2022,-44
St Vincent & The Grenadines,Trade Balance,1/1/2022,0
Trinidad & Tobago,Trade Balance,1/1/2022,-68
Anguilla,Trade Balance,1/1/2022,-2
Other Countries In America,Trade Balance,1/1/2022,-24530
Nauru,Trade Balance,1/1/2022,-10
Cocos,Trade Balance,1/1/2022,-3
French Southern Territories,Trade Balance,1/1/2022,-258
Norfolk Island,Trade Balance,1/1/2022,-23
Cook Islands,Trade Balance,1/1/2022,0
Kiribati,Trade Balance,1/1/2022,0
Niue,Trade Balance,1/1/2022,0
Tuvalu,Trade Balance,1/1/2022,0
Wallis & Fatuna Islands,Trade Balance,1/1/2022,-178
Micronesia,Trade Balance,1/1/2022,-3
Palau,Trade Balance,1/1/2022,0
South Sudan,Trade Balance,1/1/2022,0
Commonwealth Of Independent States,Trade Balance,1/1/2022,-851550
Belgium,Imports,12/1/2021,129536
Denmark,Imports,12/1/2021,52270
France,Imports,12/1/2021,1449230
"Germany, Federal Republic Of",Imports,12/1/2021,1329642
Greece,Imports,12/1/2021,38816
Ireland,Imports,12/1/2021,96356
Italy,Imports,12/1/2021,638714
Luxembourg,Imports,12/1/2021,3859
Netherlands,Imports,12/1/2021,301866
United Kingdom,Imports,12/1/2021,799724
Portugal,Imports,12/1/2021,40730
Spain,Imports,12/1/2021,224196
Austria,Imports,12/1/2021,83670
Finland,Imports,12/1/2021,49936
Sweden,Imports,12/1/2021,181120
Switzerland,Imports,12/1/2021,773415
Malta,Imports,12/1/2021,76979
"Germany, Democratic Republic Of",Imports,12/1/2021,0
Hungary,Imports,12/1/2021,36759
Poland,Imports,12/1/2021,79301
Estonia,Imports,12/1/2021,8009
Latvia,Imports,12/1/2021,4295
Lithuania,Imports,12/1/2021,7758
Slovenia,Imports,12/1/2021,8420
Czech Republic,Imports,12/1/2021,78196
Slovak Republic,Imports,12/1/2021,19244
Brunei Darussalam,Imports,12/1/2021,238510
Indonesia,Imports,12/1/2021,1952388
Malaysia,Imports,12/1/2021,6725700
Philippines,Imports,12/1/2021,1111297
Thailand,Imports,12/1/2021,1451572
Myanmar,Imports,12/1/2021,11148
Cambodia,Imports,12/1/2021,31564
Laos People's Democratic Republic,Imports,12/1/2021,10234
"Vietnam, Socialist Republic Of",Imports,12/1/2021,543819
Japan,Imports,12/1/2021,2802540
Hong Kong,Imports,12/1/2021,419713
Republic Of Korea,Imports,12/1/2021,3432708
Taiwan,Imports,12/1/2021,6949931
Macau,Imports,12/1/2021,3251
Mainland China,Imports,12/1/2021,7876015
Afghanistan,Imports,12/1/2021,63
Bangladesh,Imports,12/1/2021,22103
India,Imports,12/1/2021,1065580
"Maldives, Republic Of",Imports,12/1/2021,113
Nepal,Imports,12/1/2021,177
Pakistan,Imports,12/1/2021,8281
Sri Lanka,Imports,12/1/2021,11878
Bahrain,Imports,12/1/2021,467
Cyprus,Imports,12/1/2021,1807
Iran,Imports,12/1/2021,1454
Israel,Imports,12/1/2021,78553
Jordan,Imports,12/1/2021,7155
Kuwait,Imports,12/1/2021,30819
Lebanon,Imports,12/1/2021,515
Oman,Imports,12/1/2021,32205
Qatar,Imports,12/1/2021,665939
Saudi Arabia,Imports,12/1/2021,1061601
Syrian Arab Republic,Imports,12/1/2021,0
United Arab Emirates,Imports,12/1/2021,2186761
Yemen,Imports,12/1/2021,687
Yemen Democratic,Imports,12/1/2021,0
Canada,Imports,12/1/2021,208080
Puerto Rico,Imports,12/1/2021,9797
United States,Imports,12/1/2021,5184086
Argentina,Imports,12/1/2021,11374
Brazil,Imports,12/1/2021,340507
Chile,Imports,12/1/2021,14408
Colombia,Imports,12/1/2021,6265
Ecuador,Imports,12/1/2021,6297
Mexico,Imports,12/1/2021,435468
Paraguay,Imports,12/1/2021,341
Peru,Imports,12/1/2021,3061
Uruguay,Imports,12/1/2021,2479
Venezuela,Imports,12/1/2021,0
Australia,Imports,12/1/2021,639275
Fiji,Imports,12/1/2021,81
New Caledonia,Imports,12/1/2021,28
New Zealand,Imports,12/1/2021,87492
Papua New Guinea,Imports,12/1/2021,14981
French Polynesia,Imports,12/1/2021,2464
Guam,Imports,12/1/2021,7
Solomon Islands,Imports,12/1/2021,0
Other Countries In Oceania,Imports,12/1/2021,242
Norway,Imports,12/1/2021,50080
Liechtenstein,Imports,12/1/2021,3311
Netherlands Antilles,Imports,12/1/2021,1
Panama,Imports,12/1/2021,2090
Bahamas,Imports,12/1/2021,7294
Bermuda,Imports,12/1/2021,0
French Guiana,Imports,12/1/2021,0
Grenada,Imports,12/1/2021,2
Guatemala,Imports,12/1/2021,691
Honduras,Imports,12/1/2021,730
Jamaica,Imports,12/1/2021,104
St Vincent & The Grenadines,Imports,12/1/2021,1
Trinidad & Tobago,Imports,12/1/2021,44
Anguilla,Imports,12/1/2021,9
Other Countries In America,Imports,12/1/2021,28323
Nauru,Imports,12/1/2021,5
Cocos,Imports,12/1/2021,8
French Southern Territories,Imports,12/1/2021,3
Norfolk Island,Imports,12/1/2021,0
Cook Islands,Imports,12/1/2021,0
Kiribati,Imports,12/1/2021,1
Niue,Imports,12/1/2021,1
Tuvalu,Imports,12/1/2021,0
Wallis & Fatuna Islands,Imports,12/1/2021,0
Micronesia,Imports,12/1/2021,12
Palau,Imports,12/1/2021,65
South Sudan,Imports,12/1/2021,18161
Commonwealth Of Independent States,Imports,12/1/2021,1284255
Belgium,Exports,12/1/2021,457888
Denmark,Exports,12/1/2021,28435
France,Exports,12/1/2021,441787
"Germany, Federal Republic Of",Exports,12/1/2021,917779
Greece,Exports,12/1/2021,110887
Ireland,Exports,12/1/2021,22400
Italy,Exports,12/1/2021,117893
Luxembourg,Exports,12/1/2021,9588
Netherlands,Exports,12/1/2021,1090263
United Kingdom,Exports,12/1/2021,324315
Portugal,Exports,12/1/2021,59486
Spain,Exports,12/1/2021,40324
Austria,Exports,12/1/2021,33729
Finland,Exports,12/1/2021,58290
Sweden,Exports,12/1/2021,13487
Switzerland,Exports,12/1/2021,310323
Malta,Exports,12/1/2021,187108
"Germany, Democratic Republic Of",Exports,12/1/2021,0
Hungary,Exports,12/1/2021,67045
Poland,Exports,12/1/2021,59941
Estonia,Exports,12/1/2021,2105
Latvia,Exports,12/1/2021,6794
Lithuania,Exports,12/1/2021,1308
Slovenia,Exports,12/1/2021,3612
Czech Republic,Exports,12/1/2021,63831
Slovak Republic,Exports,12/1/2021,7541
Brunei Darussalam,Exports,12/1/2021,86822
Indonesia,Exports,12/1/2021,3979774
Malaysia,Exports,12/1/2021,5235038
Philippines,Exports,12/1/2021,1170890
Thailand,Exports,12/1/2021,1988820
Myanmar,Exports,12/1/2021,452365
Cambodia,Exports,12/1/2021,1260386
Laos People's Democratic Republic,Exports,12/1/2021,36482
"Vietnam, Socialist Republic Of",Exports,12/1/2021,2274199
Japan,Exports,12/1/2021,2461955
Hong Kong,Exports,12/1/2021,7653966
Republic Of Korea,Exports,12/1/2021,2446975
Taiwan,Exports,12/1/2021,2942434
Macau,Exports,12/1/2021,41104
Mainland China,Exports,12/1/2021,9215862
Afghanistan,Exports,12/1/2021,510
Bangladesh,Exports,12/1/2021,386488
India,Exports,12/1/2021,1617485
"Maldives, Republic Of",Exports,12/1/2021,32943
Nepal,Exports,12/1/2021,22264
Pakistan,Exports,12/1/2021,113172
Sri Lanka,Exports,12/1/2021,152800
Bahrain,Exports,12/1/2021,44255
Cyprus,Exports,12/1/2021,55594
Iran,Exports,12/1/2021,2457
Israel,Exports,12/1/2021,130817
Jordan,Exports,12/1/2021,15098
Kuwait,Exports,12/1/2021,32896
Lebanon,Exports,12/1/2021,1301
Oman,Exports,12/1/2021,20113
Qatar,Exports,12/1/2021,73090
Saudi Arabia,Exports,12/1/2021,94612
Syrian Arab Republic,Exports,12/1/2021,0
United Arab Emirates,Exports,12/1/2021,504715
Yemen,Exports,12/1/2021,1590
Yemen Democratic,Exports,12/1/2021,0
Canada,Exports,12/1/2021,121091
Puerto Rico,Exports,12/1/2021,50839
United States,Exports,12/1/2021,4684874
Argentina,Exports,12/1/2021,20157
Brazil,Exports,12/1/2021,213101
Chile,Exports,12/1/2021,11418
Colombia,Exports,12/1/2021,17770
Ecuador,Exports,12/1/2021,35531
Mexico,Exports,12/1/2021,249178
Paraguay,Exports,12/1/2021,713
Peru,Exports,12/1/2021,11564
Uruguay,Exports,12/1/2021,1117
Venezuela,Exports,12/1/2021,76
Australia,Exports,12/1/2021,1759211
Fiji,Exports,12/1/2021,58122
New Caledonia,Exports,12/1/2021,21028
New Zealand,Exports,12/1/2021,259772
Papua New Guinea,Exports,12/1/2021,71805
French Polynesia,Exports,12/1/2021,9713
Guam,Exports,12/1/2021,60182
Solomon Islands,Exports,12/1/2021,7976
Other Countries In Oceania,Exports,12/1/2021,499593
Belgium,Trade Balance,12/1/2021,328352
Denmark,Trade Balance,12/1/2021,-23835
France,Trade Balance,12/1/2021,-1007443
"Germany, Federal Republic Of",Trade Balance,12/1/2021,-411863
Greece,Trade Balance,12/1/2021,72071
Ireland,Trade Balance,12/1/2021,-73956
Italy,Trade Balance,12/1/2021,-520821
Luxembourg,Trade Balance,12/1/2021,5729
Netherlands,Trade Balance,12/1/2021,788397
United Kingdom,Trade Balance,12/1/2021,-475409
Portugal,Trade Balance,12/1/2021,18756
Spain,Trade Balance,12/1/2021,-183872
Austria,Trade Balance,12/1/2021,-49941
Finland,Trade Balance,12/1/2021,8354
Sweden,Trade Balance,12/1/2021,-167633
Switzerland,Trade Balance,12/1/2021,-463092
Malta,Trade Balance,12/1/2021,110129
"Germany, Democratic Republic Of",Trade Balance,12/1/2021,0
Hungary,Trade Balance,12/1/2021,30286
Poland,Trade Balance,12/1/2021,-19360
Estonia,Trade Balance,12/1/2021,-5904
Latvia,Trade Balance,12/1/2021,2499
Lithuania,Trade Balance,12/1/2021,-6450
Slovenia,Trade Balance,12/1/2021,-4808
Czech Republic,Trade Balance,12/1/2021,-14365
Slovak Republic,Trade Balance,12/1/2021,-11703
Brunei Darussalam,Trade Balance,12/1/2021,-151688
Indonesia,Trade Balance,12/1/2021,2027386
Malaysia,Trade Balance,12/1/2021,-1490662
Philippines,Trade Balance,12/1/2021,59593
Thailand,Trade Balance,12/1/2021,537248
Myanmar,Trade Balance,12/1/2021,441217
Cambodia,Trade Balance,12/1/2021,1228822
Laos People's Democratic Republic,Trade Balance,12/1/2021,26248
"Vietnam, Socialist Republic Of",Trade Balance,12/1/2021,1730380
Japan,Trade Balance,12/1/2021,-340585
Hong Kong,Trade Balance,12/1/2021,7234253
Republic Of Korea,Trade Balance,12/1/2021,-985733
Taiwan,Trade Balance,12/1/2021,-4007497
Macau,Trade Balance,12/1/2021,37853
Mainland China,Trade Balance,12/1/2021,1339847
Afghanistan,Trade Balance,12/1/2021,447
Bangladesh,Trade Balance,12/1/2021,364385
India,Trade Balance,12/1/2021,551905
"Maldives, Republic Of",Trade Balance,12/1/2021,32830
Nepal,Trade Balance,12/1/2021,22087
Pakistan,Trade Balance,12/1/2021,104891
Sri Lanka,Trade Balance,12/1/2021,140922
Bahrain,Trade Balance,12/1/2021,43788
Cyprus,Trade Balance,12/1/2021,53787
Iran,Trade Balance,12/1/2021,1003
Israel,Trade Balance,12/1/2021,52264
Jordan,Trade Balance,12/1/2021,7943
Kuwait,Trade Balance,12/1/2021,2077
Lebanon,Trade Balance,12/1/2021,786
Oman,Trade Balance,12/1/2021,-12092
Qatar,Trade Balance,12/1/2021,-592849
Saudi Arabia,Trade Balance,12/1/2021,-966989
Syrian Arab Republic,Trade Balance,12/1/2021,0
United Arab Emirates,Trade Balance,12/1/2021,-1682046
Yemen,Trade Balance,12/1/2021,903
Yemen Democratic,Trade Balance,12/1/2021,0
Canada,Trade Balance,12/1/2021,-86989
Puerto Rico,Trade Balance,12/1/2021,41042
United States,Trade Balance,12/1/2021,-499212
Argentina,Trade Balance,12/1/2021,8783
Brazil,Trade Balance,12/1/2021,-127406
Chile,Trade Balance,12/1/2021,-2990
Colombia,Trade Balance,12/1/2021,11505
Ecuador,Trade Balance,12/1/2021,29234
Mexico,Trade Balance,12/1/2021,-186290
Paraguay,Trade Balance,12/1/2021,372
Peru,Trade Balance,12/1/2021,8503
Uruguay,Trade Balance,12/1/2021,-1362
Venezuela,Trade Balance,12/1/2021,76
Australia,Trade Balance,12/1/2021,1119936
Fiji,Trade Balance,12/1/2021,58041
New Caledonia,Trade Balance,12/1/2021,21000
New Zealand,Trade Balance,12/1/2021,172280
Papua New Guinea,Trade Balance,12/1/2021,56824
French Polynesia,Trade Balance,12/1/2021,7249
Guam,Trade Balance,12/1/2021,60175
Solomon Islands,Trade Balance,12/1/2021,7976
Other Countries In Oceania,Trade Balance,12/1/2021,499351
Norway,Trade Balance,12/1/2021,-50080
Liechtenstein,Trade Balance,12/1/2021,-3311
Netherlands Antilles,Trade Balance,12/1/2021,-1
Panama,Trade Balance,12/1/2021,-2090
Bahamas,Trade Balance,12/1/2021,-7294
Bermuda,Trade Balance,12/1/2021,0
French Guiana,Trade Balance,12/1/2021,0
Grenada,Trade Balance,12/1/2021,-2
Guatemala,Trade Balance,12/1/2021,-691
Honduras,Trade Balance,12/1/2021,-730
Jamaica,Trade Balance,12/1/2021,-104
St Vincent & The Grenadines,Trade Balance,12/1/2021,-1
Trinidad & Tobago,Trade Balance,12/1/2021,-44
Anguilla,Trade Balance,12/1/2021,-9
Other Countries In America,Trade Balance,12/1/2021,-28323
Nauru,Trade Balance,12/1/2021,-5
Cocos,Trade Balance,12/1/2021,-8
French Southern Territories,Trade Balance,12/1/2021,-3
Norfolk Island,Trade Balance,12/1/2021,0
Cook Islands,Trade Balance,12/1/2021,0
Kiribati,Trade Balance,12/1/2021,-1
Niue,Trade Balance,12/1/2021,-1
Tuvalu,Trade Balance,12/1/2021,0
Wallis & Fatuna Islands,Trade Balance,12/1/2021,0
Micronesia,Trade Balance,12/1/2021,-12
Palau,Trade Balance,12/1/2021,-65
South Sudan,Trade Balance,12/1/2021,-18161
Commonwealth Of Independent States,Trade Balance,12/1/2021,-1284255
Belgium,Imports,11/1/2021,131031
Denmark,Imports,11/1/2021,91555
France,Imports,11/1/2021,1259199
"Germany, Federal Republic Of",Imports,11/1/2021,1094892
Greece,Imports,11/1/2021,9041
Ireland,Imports,11/1/2021,95135
Italy,Imports,11/1/2021,691514
Luxembourg,Imports,11/1/2021,3579
Netherlands,Imports,11/1/2021,323512
United Kingdom,Imports,11/1/2021,1000940
Portugal,Imports,11/1/2021,46248
Spain,Imports,11/1/2021,241436
Austria,Imports,11/1/2021,103436
Finland,Imports,11/1/2021,36026
Sweden,Imports,11/1/2021,175272
Switzerland,Imports,11/1/2021,991215
Malta,Imports,11/1/2021,65852
"Germany, Democratic Republic Of",Imports,11/1/2021,0
Hungary,Imports,11/1/2021,33511
Poland,Imports,11/1/2021,67425
Estonia,Imports,11/1/2021,74653
Latvia,Imports,11/1/2021,2570
Lithuania,Imports,11/1/2021,8029
Slovenia,Imports,11/1/2021,7839
Czech Republic,Imports,11/1/2021,64292
Slovak Republic,Imports,11/1/2021,9600
Brunei Darussalam,Imports,11/1/2021,272043
Indonesia,Imports,11/1/2021,1988497
Malaysia,Imports,11/1/2021,6572612
Philippines,Imports,11/1/2021,929167
Thailand,Imports,11/1/2021,1283600
Myanmar,Imports,11/1/2021,12998
Cambodia,Imports,11/1/2021,28814
Laos People's Democratic Republic,Imports,11/1/2021,5968
"Vietnam, Socialist Republic Of",Imports,11/1/2021,522067
Japan,Imports,11/1/2021,2508153
Hong Kong,Imports,11/1/2021,306125
Republic Of Korea,Imports,11/1/2021,3111651
Taiwan,Imports,11/1/2021,6462480
Macau,Imports,11/1/2021,922
Mainland China,Imports,11/1/2021,6670871
Afghanistan,Imports,11/1/2021,18
Bangladesh,Imports,11/1/2021,19117
India,Imports,11/1/2021,981053
"Maldives, Republic Of",Imports,11/1/2021,121
Nepal,Imports,11/1/2021,158
Pakistan,Imports,11/1/2021,11999
Sri Lanka,Imports,11/1/2021,11604
Bahrain,Imports,11/1/2021,106807
Cyprus,Imports,11/1/2021,3001
Iran,Imports,11/1/2021,1131
Israel,Imports,11/1/2021,133323
Jordan,Imports,11/1/2021,2381
Kuwait,Imports,11/1/2021,58308
Lebanon,Imports,11/1/2021,173
Oman,Imports,11/1/2021,68246
Qatar,Imports,11/1/2021,795068
Saudi Arabia,Imports,11/1/2021,684635
Syrian Arab Republic,Imports,11/1/2021,0
United Arab Emirates,Imports,11/1/2021,1644999
Yemen,Imports,11/1/2021,611
Yemen Democratic,Imports,11/1/2021,0
Canada,Imports,11/1/2021,174473
Puerto Rico,Imports,11/1/2021,7702
United States,Imports,11/1/2021,4928752
Argentina,Imports,11/1/2021,6754
Brazil,Imports,11/1/2021,660963
Chile,Imports,11/1/2021,5380
Colombia,Imports,11/1/2021,36366
Ecuador,Imports,11/1/2021,4453
Mexico,Imports,11/1/2021,271087
Paraguay,Imports,11/1/2021,185
Peru,Imports,11/1/2021,1570
Uruguay,Imports,11/1/2021,2914
Venezuela,Imports,11/1/2021,0
Australia,Imports,11/1/2021,825231
Fiji,Imports,11/1/2021,239
New Caledonia,Imports,11/1/2021,68
New Zealand,Imports,11/1/2021,85048
Papua New Guinea,Imports,11/1/2021,82962
French Polynesia,Imports,11/1/2021,13
Guam,Imports,11/1/2021,35
Solomon Islands,Imports,11/1/2021,3
Other Countries In Oceania,Imports,11/1/2021,654
Norway,Imports,11/1/2021,48303
Liechtenstein,Imports,11/1/2021,2985
Netherlands Antilles,Imports,11/1/2021,0
Panama,Imports,11/1/2021,354
Bahamas,Imports,11/1/2021,3
Bermuda,Imports,11/1/2021,0
French Guiana,Imports,11/1/2021,183
Grenada,Imports,11/1/2021,15
Guatemala,Imports,11/1/2021,1026
Honduras,Imports,11/1/2021,366
Jamaica,Imports,11/1/2021,184
St Vincent & The Grenadines,Imports,11/1/2021,0
Trinidad & Tobago,Imports,11/1/2021,27
Anguilla,Imports,11/1/2021,2
Other Countries In America,Imports,11/1/2021,25305
Nauru,Imports,11/1/2021,0
Cocos,Imports,11/1/2021,1
French Southern Territories,Imports,11/1/2021,22
Norfolk Island,Imports,11/1/2021,0
Cook Islands,Imports,11/1/2021,14
Kiribati,Imports,11/1/2021,0
Niue,Imports,11/1/2021,2
Tuvalu,Imports,11/1/2021,0
Wallis & Fatuna Islands,Imports,11/1/2021,0
Micronesia,Imports,11/1/2021,3
Palau,Imports,11/1/2021,0
South Sudan,Imports,11/1/2021,0
Commonwealth Of Independent States,Imports,11/1/2021,528714
Belgium,Exports,11/1/2021,463968
Denmark,Exports,11/1/2021,24507
France,Exports,11/1/2021,417352
"Germany, Federal Republic Of",Exports,11/1/2021,777783
Greece,Exports,11/1/2021,162931
Ireland,Exports,11/1/2021,55726
Italy,Exports,11/1/2021,94072
Luxembourg,Exports,11/1/2021,11952
Netherlands,Exports,11/1/2021,1192539
United Kingdom,Exports,11/1/2021,385453
Portugal,Exports,11/1/2021,67869
Spain,Exports,11/1/2021,42333
Austria,Exports,11/1/2021,32128
Finland,Exports,11/1/2021,36115
Sweden,Exports,11/1/2021,17510
Switzerland,Exports,11/1/2021,347697
Malta,Exports,11/1/2021,193483
"Germany, Democratic Republic Of",Exports,11/1/2021,0
Hungary,Exports,11/1/2021,81237
Poland,Exports,11/1/2021,56197
Estonia,Exports,11/1/2021,3129
Latvia,Exports,11/1/2021,4537
Lithuania,Exports,11/1/2021,2107
Slovenia,Exports,11/1/2021,37348
Czech Republic,Exports,11/1/2021,99722
Slovak Republic,Exports,11/1/2021,17793
Brunei Darussalam,Exports,11/1/2021,68707
Indonesia,Exports,11/1/2021,3928370
Malaysia,Exports,11/1/2021,5553622
Philippines,Exports,11/1/2021,1329198
Thailand,Exports,11/1/2021,1714880
Myanmar,Exports,11/1/2021,304342
Cambodia,Exports,11/1/2021,732835
Laos People's Democratic Republic,Exports,11/1/2021,8414
"Vietnam, Socialist Republic Of",Exports,11/1/2021,1928255
Japan,Exports,11/1/2021,2207061
Hong Kong,Exports,11/1/2021,7276474
Republic Of Korea,Exports,11/1/2021,2260605
Taiwan,Exports,11/1/2021,3012214
Macau,Exports,11/1/2021,33318
Mainland China,Exports,11/1/2021,8281345
Afghanistan,Exports,11/1/2021,281
Bangladesh,Exports,11/1/2021,446226
India,Exports,11/1/2021,1616145
"Maldives, Republic Of",Exports,11/1/2021,20744
Nepal,Exports,11/1/2021,23842
Pakistan,Exports,11/1/2021,134061
Sri Lanka,Exports,11/1/2021,193618
Bahrain,Exports,11/1/2021,6233
Cyprus,Exports,11/1/2021,61713
Iran,Exports,11/1/2021,1424
Israel,Exports,11/1/2021,113756
Jordan,Exports,11/1/2021,6128
Kuwait,Exports,11/1/2021,38914
Lebanon,Exports,11/1/2021,1632
Oman,Exports,11/1/2021,14912
Qatar,Exports,11/1/2021,84556
Saudi Arabia,Exports,11/1/2021,88761
Syrian Arab Republic,Exports,11/1/2021,263
United Arab Emirates,Exports,11/1/2021,572477
Yemen,Exports,11/1/2021,594
Yemen Democratic,Exports,11/1/2021,0
Canada,Exports,11/1/2021,100868
Puerto Rico,Exports,11/1/2021,71697
United States,Exports,11/1/2021,4604658
Argentina,Exports,11/1/2021,14505
Brazil,Exports,11/1/2021,208240
Chile,Exports,11/1/2021,8008
Colombia,Exports,11/1/2021,10298
Ecuador,Exports,11/1/2021,40022
Mexico,Exports,11/1/2021,191192
Paraguay,Exports,11/1/2021,1007
Peru,Exports,11/1/2021,12624
Uruguay,Exports,11/1/2021,1578
Venezuela,Exports,11/1/2021,882
Australia,Exports,11/1/2021,1824798
Fiji,Exports,11/1/2021,39716
New Caledonia,Exports,11/1/2021,26316
New Zealand,Exports,11/1/2021,201719
Papua New Guinea,Exports,11/1/2021,73323
French Polynesia,Exports,11/1/2021,2292
Guam,Exports,11/1/2021,88152
Solomon Islands,Exports,11/1/2021,5435
Other Countries In Oceania,Exports,11/1/2021,491014
Belgium,Trade Balance,11/1/2021,332937
Denmark,Trade Balance,11/1/2021,-67048
France,Trade Balance,11/1/2021,-841847
"Germany, Federal Republic Of",Trade Balance,11/1/2021,-317109
Greece,Trade Balance,11/1/2021,153890
Ireland,Trade Balance,11/1/2021,-39409
Italy,Trade Balance,11/1/2021,-597442
Luxembourg,Trade Balance,11/1/2021,8373
Netherlands,Trade Balance,11/1/2021,869027
United Kingdom,Trade Balance,11/1/2021,-615487
Portugal,Trade Balance,11/1/2021,21621
Spain,Trade Balance,11/1/2021,-199103
Austria,Trade Balance,11/1/2021,-71308
Finland,Trade Balance,11/1/2021,89
Sweden,Trade Balance,11/1/2021,-157762
Switzerland,Trade Balance,11/1/2021,-643518
Malta,Trade Balance,11/1/2021,127631
"Germany, Democratic Republic Of",Trade Balance,11/1/2021,0
Hungary,Trade Balance,11/1/2021,47726
Poland,Trade Balance,11/1/2021,-11228
Estonia,Trade Balance,11/1/2021,-71524
Latvia,Trade Balance,11/1/2021,1967
Lithuania,Trade Balance,11/1/2021,-5922
Slovenia,Trade Balance,11/1/2021,29509
Czech Republic,Trade Balance,11/1/2021,35430
Slovak Republic,Trade Balance,11/1/2021,8193
Brunei Darussalam,Trade Balance,11/1/2021,-203336
Indonesia,Trade Balance,11/1/2021,1939873
Malaysia,Trade Balance,11/1/2021,-1018990
Philippines,Trade Balance,11/1/2021,400031
Thailand,Trade Balance,11/1/2021,431280
Myanmar,Trade Balance,11/1/2021,291344
Cambodia,Trade Balance,11/1/2021,704021
Laos People's Democratic Republic,Trade Balance,11/1/2021,2446
"Vietnam, Socialist Republic Of",Trade Balance,11/1/2021,1406188
Japan,Trade Balance,11/1/2021,-301092
Hong Kong,Trade Balance,11/1/2021,6970349
Republic Of Korea,Trade Balance,11/1/2021,-851046
